dataset_id,respondent_id,n_matched_items,agreement_rate,agreement_se,cohens_kappa
ariadna,R_8iyFsXVAxhb9J8w,75,0.88,0.03752332607858744,0.7453791022255752
ariadna,R_8je8IlNeMntSomu,75,0.88,0.03752332607858744,0.7560534875316227
ariadna,R_8jpwxPUikDRsWYi,75,0.88,0.03752332607858744,0.7608926673751328
ariadna,R_8myAFa7ntNpRECp,75,0.88,0.03752332607858744,0.7576301615798923
ariadna,R_8qOlSkDUKkh2ZwJ,75,0.88,0.03752332607858744,0.760553387726144
ariadna,R_8sdde1wmKvJ88gA,75,0.88,0.03752332607858744,0.7548129313476207
ariadna,R_8uhdrGInbJNz1sJ,75,0.88,0.03752332607858744,0.7595297470609191
ariadna,R_8yL3Tkc8EP97xFD,75,0.88,0.03752332607858744,0.7593582887700535
ariadna,R_8zCvD5RYN820gIt,75,0.88,0.03752332607858744,0.759871931696905
ariadna,R_20iVlFCj9df7Atw,75,0.8666666666666667,0.03925227051701265,0.7330960854092528
ariadna,R_21GWJRj3tD5hYr9,75,0.8666666666666667,0.03925227051701265,0.7330960854092528
ariadna,R_2DRdKEXYsxKPOUh,75,0.8666666666666667,0.03925227051701265,0.729632299927902
ariadna,R_2EXNXWFXkp74VGF,75,0.8666666666666667,0.03925227051701265,0.7330960854092528
ariadna,R_2G31tS5DMIE2Xns,75,0.8666666666666667,0.03925227051701265,0.7106481481481483
ariadna,R_2M0Asp2pVc0yblR,75,0.8666666666666667,0.03925227051701265,0.7302158273381295
ariadna,R_2OkuXrNjO4FFF3T,75,0.8666666666666667,0.03925227051701265,0.729632299927902
ariadna,R_2Qose7hewFhktAa,75,0.8666666666666667,0.03925227051701265,0.7282608695652175
ariadna,R_2Wevv9T0rlkrKlX,75,0.8666666666666667,0.03925227051701265,0.729632299927902
ariadna,R_2Yzas2zZtHlSkCi,75,0.8666666666666667,0.03925227051701265,0.7317596566523605
ariadna,R_2kAkJwDZP3julzk,75,0.8666666666666667,0.03925227051701265,0.7321428571428572
ariadna,R_2kcgECvQsvRyZUm,75,0.8666666666666667,0.03925227051701265,0.7309899569583932
ariadna,R_2pyvBJTOKKIvHyx,75,0.8666666666666667,0.03925227051701265,0.729632299927902
ariadna,R_2sXCbHuP0HCiN7H,75,0.8666666666666667,0.03925227051701265,0.7334754797441366
ariadna,R_82tOX0CeKJVccNK,75,0.8666666666666667,0.03925227051701265,0.7282608695652175
ariadna,R_87k7EF8rGz4tx8B,75,0.8666666666666667,0.03925227051701265,0.7311827956989247
ariadna,R_8BxHDfmg8Erv6gw,75,0.8666666666666667,0.03925227051701265,0.7321428571428572
ariadna,R_8CkrqmUAqpzY6F2,75,0.8666666666666667,0.03925227051701265,0.7330960854092528
ariadna,R_8DZaOXvYfwd0HMS,75,0.8666666666666667,0.03925227051701265,0.7258771929824561
ariadna,R_8FLE4UYd7EeXed1,75,0.8666666666666667,0.03925227051701265,0.7282608695652175
ariadna,R_8L4rga37MZmYn7z,75,0.8666666666666667,0.03925227051701265,0.734982332155477
ariadna,R_8O9eUpgYBK7Uefx,75,0.8666666666666667,0.03925227051701265,0.7282608695652175
ariadna,R_8PdjHK0N2RWSIFZ,75,0.8666666666666667,0.03925227051701265,0.7330960854092528
ariadna,R_8alPcVVlJZ6IePD,75,0.8666666666666667,0.03925227051701265,0.7340425531914894
ariadna,R_8eOtAIE9jnq2K1A,75,0.8666666666666667,0.03925227051701265,0.7311827956989247
ariadna,R_8eQLuiHW46olKkg,75,0.8666666666666667,0.03925227051701265,0.7224278312361214
ariadna,R_8ebyEeOS1CXpjEy,75,0.8666666666666667,0.03925227051701265,0.732905982905983
ariadna,R_8jVxyUMbP1yS1Ep,75,0.8666666666666667,0.03925227051701265,0.729632299927902
ariadna,R_8rBpkSnHpqJ943M,75,0.8666666666666667,0.03925227051701265,0.732905982905983
ariadna,R_8w1CEfVl7WPiePa,75,0.8666666666666667,0.03925227051701265,0.7323340471092078
ariadna,R_8xnPehpUOtpDRDj,75,0.8666666666666667,0.03925227051701265,0.7330960854092528
ariadna,R_24JifL77G8D0ZWT,75,0.8533333333333334,0.040850223264270416,0.7037701974865351
ariadna,R_25Cf7mnMrsGBRgB,75,0.8533333333333334,0.040850223264270416,0.6965796248620818
ariadna,R_2Cg9HKD22wyL7T9,75,0.8533333333333334,0.040850223264270416,0.7058823529411766
ariadna,R_2Clm8tlgNMOOI5H,75,0.8533333333333334,0.040850223264270416,0.696132596685083
ariadna,R_2CvpoMpS2eJbHOY,75,0.8533333333333334,0.040850223264270416,0.7071352502662408
ariadna,R_2Dv5eiyuRBzNSyR,75,0.8533333333333334,0.040850223264270416,0.7058823529411766
ariadna,R_2E1xatTiZz8Kde9,75,0.8533333333333334,0.040850223264270416,0.7060919130744568
ariadna,R_2Hh9GjKeOBBuRTf,75,0.8533333333333334,0.040850223264270416,0.7065101387406618
ariadna,R_2ILOtbO6CMpiHmh,75,0.8533333333333334,0.040850223264270416,0.707757704569607
ariadna,R_2ISFnbbJplXDwvu,75,0.8533333333333334,0.040850223264270416,0.7058823529411766
ariadna,R_2LpXIoUWgOcR0bS,75,0.8533333333333334,0.040850223264270416,0.7058823529411766
ariadna,R_2ODiFnDncGSHAjk,75,0.8533333333333334,0.040850223264270416,0.696132596685083
ariadna,R_2PjsJNa531R55OL,75,0.8533333333333334,0.040850223264270416,0.7037701974865351
ariadna,R_2U91Z3wGky9s0p8,75,0.8533333333333334,0.040850223264270416,0.707757704569607
ariadna,R_2XPeeRq6pDkkQYV,75,0.8533333333333334,0.040850223264270416,0.7071352502662408
ariadna,R_2dGHCTwsvni3y4T,75,0.8533333333333334,0.040850223264270416,0.696132596685083
ariadna,R_2fjCd78htTfEwhL,75,0.8533333333333334,0.040850223264270416,0.7037701974865351
ariadna,R_2gT8W8YxN3fCyAK,75,0.8533333333333334,0.040850223264270416,0.706301174795301
ariadna,R_2lHnojP1QqkhsOd,75,0.8533333333333334,0.040850223264270416,0.7065101387406618
ariadna,R_2sSjjK5lUeNzvin,75,0.8533333333333334,0.040850223264270416,0.7014115092290989
ariadna,R_2slPuhoj7l7l5Bv,75,0.8533333333333334,0.040850223264270416,0.7067188055456809
ariadna,R_2yb0EUpZqnE3d7z,75,0.8533333333333334,0.040850223264270416,0.710017574692443
ariadna,R_81dB8ZMEYP0HQvC,75,0.8533333333333334,0.040850223264270416,0.7037701974865351
ariadna,R_87BGHnKyrw5Cwdb,75,0.8533333333333334,0.040850223264270416,0.7014115092290989
ariadna,R_8EDqYt8Q30iPdFD,75,0.8533333333333334,0.040850223264270416,0.7052518756698822
ariadna,R_8EF82QyPKeoUeaZ,75,0.8533333333333334,0.040850223264270416,0.7069271758436946
ariadna,R_8H1RutBdwphgMPW,75,0.8533333333333334,0.040850223264270416,0.7065101387406618
ariadna,R_8JF2syYe5s2r6iq,75,0.8533333333333334,0.040850223264270416,0.706301174795301
ariadna,R_8Kxt9oGe9PZcPqF,75,0.8533333333333334,0.040850223264270416,0.6791131855309219
ariadna,R_8MbR47CmsNFswkG,75,0.8533333333333334,0.040850223264270416,0.6931944960952028
ariadna,R_8S9g8wTY8Xu2gbT,75,0.8533333333333334,0.040850223264270416,0.7048300536672631
ariadna,R_8YQR3hbVlC9BgJ3,75,0.8533333333333334,0.040850223264270416,0.7058823529411766
ariadna,R_8YyQpgHMP02xim1,75,0.8533333333333334,0.040850223264270416,0.7067188055456809
ariadna,R_8fYLHfmd1Jwp0Y1,75,0.8533333333333334,0.040850223264270416,0.7071352502662408
ariadna,R_8nYKlVyt343ZX8u,75,0.8533333333333334,0.040850223264270416,0.7058823529411766
ariadna,R_8qRCqKr3HBxe1yh,75,0.8533333333333334,0.040850223264270416,0.7071352502662408
ariadna,R_8rUSAMvxWJVadho,75,0.8533333333333334,0.040850223264270416,0.7065101387406618
ariadna,R_8w0n4io5KLpzxsu,75,0.8533333333333334,0.040850223264270416,0.7048300536672631
ariadna,R_8yjb76PJhAwcRwy,75,0.8533333333333334,0.040850223264270416,0.7058823529411766
ariadna,R_20MDP7ruDpHbyzF,75,0.84,0.04233202097703345,0.6781115879828326
ariadna,R_24oCjcGb34HV0ev,75,0.84,0.04233202097703345,0.680624556422995
ariadna,R_2CfRgxI921moSgZ,75,0.84,0.04233202097703345,0.6799431009957325
ariadna,R_2DqmBlPMuNPs0YJ,75,0.84,0.04233202097703345,0.6649292628443781
ariadna,R_2Hdgb6pzO6Ik3cx,75,0.84,0.04233202097703345,0.6794871794871794
ariadna,R_2Hn9HoTFI3YZ9Tz,75,0.84,0.04233202097703345,0.6755587599134822
ariadna,R_2MT2TaqhK8Vxr8d,75,0.84,0.04233202097703345,0.6794871794871794
ariadna,R_2Qcg7aVUClouZOh,75,0.84,0.04233202097703345,0.6771879483500718
ariadna,R_2RgcjZ4S08SinXr,75,0.84,0.04233202097703345,0.6794871794871794
ariadna,R_2VOSOHlZftg4AbT,75,0.84,0.04233202097703345,0.6729651162790697
ariadna,R_2cZfD3hM3X1CZJO,75,0.84,0.04233202097703345,0.6788008565310492
ariadna,R_2e2E57PFELnN8nq,75,0.84,0.04233202097703345,0.6794871794871794
ariadna,R_2jUEVsQzUmMR1hq,75,0.84,0.04233202097703345,0.6739130434782609
ariadna,R_2nq7O9yTEcmtxK3,75,0.84,0.04233202097703345,0.6755587599134822
ariadna,R_2uRdPunVYugdyYF,75,0.84,0.04233202097703345,0.6785714285714285
ariadna,R_2wNMZdzSBylcA8x,75,0.84,0.04233202097703345,0.6785714285714285
ariadna,R_2wtuy3BlTvHnlVn,75,0.84,0.04233202097703345,0.6842105263157895
ariadna,R_805TIgMgJvjPgqd,75,0.84,0.04233202097703345,0.6803977272727272
ariadna,R_80BfyBZiacNaI8N,75,0.84,0.04233202097703345,0.6762589928057553
ariadna,R_862X653kl28Ov7K,75,0.84,0.04233202097703345,0.6700879765395893
ariadna,R_88IeILmtO4k9Gga,75,0.84,0.04233202097703345,0.6801705756929638
ariadna,R_8GCADwpzkbUR76n,75,0.84,0.04233202097703345,0.6703296703296703
ariadna,R_8GJmVrXnmN5mpec,75,0.84,0.04233202097703345,0.6781115879828326
ariadna,R_8MyvszWtmpPCH9L,75,0.84,0.04233202097703345,0.680624556422995
ariadna,R_8QorvfcN2D98eRN,75,0.84,0.04233202097703345,0.6801705756929638
ariadna,R_8R3bcRxfOhyMNb3,75,0.84,0.04233202097703345,0.6790299572039942
ariadna,R_8RkexwDDNrUEPbd,75,0.84,0.04233202097703345,0.6703296703296703
ariadna,R_8TDK60OeA2Z9aFP,75,0.84,0.04233202097703345,0.6803977272727272
ariadna,R_8YPRiuMgb4cON8M,75,0.84,0.04233202097703345,0.6797153024911031
ariadna,R_8agKU4FYnHcsXBq,75,0.84,0.04233202097703345,0.6797153024911031
ariadna,R_8dH6Ii0uFwGDrUI,75,0.84,0.04233202097703345,0.6797153024911031
ariadna,R_8dSYflGftXcsfkZ,75,0.84,0.04233202097703345,0.6530454895913647
ariadna,R_8e8BSSg8wd4xVSE,75,0.84,0.04233202097703345,0.6669133974833455
ariadna,R_8esHzwYlfIg4fX5,75,0.84,0.04233202097703345,0.6822033898305084
ariadna,R_8fdQBbf0TGsb7l1,75,0.84,0.04233202097703345,0.6703296703296703
ariadna,R_8llDwiQ3tztdq3E,75,0.84,0.04233202097703345,0.6794871794871794
ariadna,R_8ly21hIZLykqtYX,75,0.84,0.04233202097703345,0.6781115879828326
ariadna,R_8pLuCaKUofbMXpH,75,0.84,0.04233202097703345,0.6801705756929637
ariadna,R_8ptmOvsPG4iuVgq,75,0.84,0.04233202097703345,0.6762589928057553
ariadna,R_8xk2UIf7wrNTZh7,75,0.84,0.04233202097703345,0.6803977272727272
ariadna,R_23BXQ24onXAZeYD,75,0.8266666666666667,0.04370947858895732,0.6511627906976745
ariadna,R_28jqOUm0oN7usbn,75,0.8266666666666667,0.04370947858895732,0.6536412078152753
ariadna,R_2BpTyYQaavgo8zn,75,0.8266666666666667,0.04370947858895732,0.6548672566371682
ariadna,R_2Bx2KjbfakyOdMu,75,0.8266666666666667,0.04370947858895732,0.6471226927252985
ariadna,R_2CU6OarmmoqHd06,75,0.8266666666666667,0.04370947858895732,0.6509129967776585
ariadna,R_2CldILNmxIPE9Q1,75,0.8266666666666667,0.04370947858895732,0.6499102333931778
ariadna,R_2DQTyOhOkQMQIoN,75,0.8266666666666667,0.04370947858895732,0.6408839779005525
ariadna,R_2O8Gp6I6IArIh0M,75,0.8266666666666667,0.04370947858895732,0.6368715083798883
ariadna,R_2PC5raYVg883awG,75,0.8266666666666667,0.04370947858895732,0.6494066882416396
ariadna,R_2PsLaTtDD7l3HRW,75,0.8266666666666667,0.04370947858895732,0.6476328153234551
ariadna,R_2QFx9z6Oi2Db2WP,75,0.8266666666666667,0.04370947858895732,0.6511627906976745
ariadna,R_2QPZs1jokmPq8bD,75,0.8266666666666667,0.04370947858895732,0.6471226927252985
ariadna,R_2SIi0vGLStBKNOj,75,0.8266666666666667,0.04370947858895732,0.6511627906976745
ariadna,R_2VjlaZUsW6k8Ysp,75,0.8266666666666667,0.04370947858895732,0.6471226927252985
ariadna,R_2jNR3xtkKGpQQ1e,75,0.8266666666666667,0.04370947858895732,0.6536412078152753
ariadna,R_2jPP0nL8PH4RmX5,75,0.8266666666666667,0.04370947858895732,0.6494066882416396
ariadna,R_2nI58rr8inLbpr5,75,0.8266666666666667,0.04370947858895732,0.6538871139510117
ariadna,R_2oRZzAAbsXjXJL8,75,0.8266666666666667,0.04370947858895732,0.6327683615819208
ariadna,R_2ssLy2x91RR6u3J,75,0.8266666666666667,0.04370947858895732,0.6529013883944464
ariadna,R_80ofDbpCCwv6Ilt,75,0.8266666666666667,0.04370947858895732,0.656084656084656
ariadna,R_814QvpUVbQL92Kr,75,0.8266666666666667,0.04370947858895732,0.6538871139510117
ariadna,R_81v2FRdkcM2Nt8T,75,0.8266666666666667,0.04370947858895732,0.6529013883944464
ariadna,R_85cjkz0NDOrCm2Z,75,0.8266666666666667,0.04370947858895732,0.6511627906976745
ariadna,R_88WPLM9UlgFiQDf,75,0.8266666666666667,0.04370947858895732,0.6536412078152753
ariadna,R_8CC5WVGfynbPwAm,75,0.8266666666666667,0.04370947858895732,0.6553552492046659
ariadna,R_8KpwwqfJlSz0Idc,75,0.8266666666666667,0.04370947858895732,0.6538871139510117
ariadna,R_8MXPZwKuUWVULDz,75,0.8266666666666667,0.04370947858895732,0.6414122839279147
ariadna,R_8PZdvwQaixVIvr0,75,0.8266666666666667,0.04370947858895732,0.6509129967776585
ariadna,R_8PuVP9iGJcK0tAt,75,0.8266666666666667,0.04370947858895732,0.6494066882416396
ariadna,R_8RgPydMmCpnqouA,75,0.8266666666666667,0.04370947858895732,0.6531483457844184
ariadna,R_8SHUk4BYdyEOrmV,75,0.8266666666666667,0.04370947858895732,0.6509129967776585
ariadna,R_8VdXQ0yQ5BgYJm8,75,0.8266666666666667,0.04370947858895732,0.6494066882416396
ariadna,R_8X8WJbF7vcwLxfz,75,0.8266666666666667,0.04370947858895732,0.6408839779005525
ariadna,R_8fDGvJQ0f1Moslf,75,0.8266666666666667,0.04370947858895732,0.6531483457844184
ariadna,R_8h5E38xkRFMOCCR,75,0.8266666666666667,0.04370947858895732,0.6486486486486486
ariadna,R_8iPvQtcGoXgbHhO,75,0.8266666666666667,0.04370947858895732,0.6414122839279147
ariadna,R_8kCgov55mQ47F6o,75,0.8266666666666667,0.04370947858895732,0.6533949520085318
ariadna,R_8lyRdre68xb5NK4,75,0.8266666666666667,0.04370947858895732,0.6511627906976745
ariadna,R_8mJieiCaFAwp11z,75,0.8266666666666667,0.04370947858895732,0.6529013883944464
ariadna,R_8mxQ3e67h20ncHj,75,0.8266666666666667,0.04370947858895732,0.6414122839279147
ariadna,R_8zC6nlOxCJ1E5TG,75,0.8266666666666667,0.04370947858895732,0.6516613076098606
ariadna,R_29P7Blkn1kaIP5f,75,0.8133333333333334,0.0449921803905556,0.6268656716417911
ariadna,R_2DhyxH2tqMtR6eZ,75,0.8133333333333334,0.0449921803905556,0.6187363834422659
ariadna,R_2Fn5egUosJ2i7RM,75,0.8133333333333334,0.0449921803905556,0.6271306818181818
ariadna,R_2HnohLM0F2w5Ov1,75,0.8133333333333334,0.0449921803905556,0.6236559139784946
ariadna,R_2JLxtlaJlrQZMVU,75,0.8133333333333334,0.0449921803905556,0.6260683760683761
ariadna,R_2Kj5dakjDYVHYGf,75,0.8133333333333334,0.0449921803905556,0.6268656716417912
ariadna,R_2S6WvaH7SI84Nbf,75,0.8133333333333334,0.0449921803905556,0.6260683760683761
ariadna,R_2fpjSUJHaOEDG7L,75,0.8133333333333334,0.0449921803905556,0.6268656716417911
ariadna,R_2k7h3RcjsdFHXI3,75,0.8133333333333334,0.0449921803905556,0.601366742596811
ariadna,R_2tm3SkV6gFLZKJp,75,0.8133333333333334,0.0449921803905556,0.6260683760683761
ariadna,R_2vw3OAymRZrI7PH,75,0.8133333333333334,0.0449921803905556,0.6260683760683761
ariadna,R_86DVS5A2myfyHjH,75,0.8133333333333334,0.0449921803905556,0.6212121212121212
