dataset_id,respondent_id,dimension,image_A,image_B,winner,raw_label,raw_col
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1587.jpg,2646.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,339.jpg,2277.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,1971.jpg,267.jpg,A,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,794.jpg,2245.jpg,A,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,2907.jpg,1241.jpg,A,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,1909.jpg,212.jpg,B,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,1118.jpg,390.jpg,B,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,1582.jpg,519.jpg,B,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,2784.jpg,1123.jpg,A,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,1976.jpg,2238.jpg,A,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,2616.jpg,2548.jpg,B,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,1148.jpg,993.jpg,B,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,1737.jpg,1911.jpg,A,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,1474.jpg,1071.jpg,A,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,2627.jpg,2958.jpg,B,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,343.jpg,767.jpg,B,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,towarzyska,175.jpg,1934.jpg,B,towarzyska,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,2141.jpg,303.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,2268.jpg,2992.jpg,B,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,1987.jpg,1912.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,1293.jpg,1783.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,1413.jpg,432.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,2781.jpg,1170.jpg,B,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,365.jpg,183.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,2900.jpg,2745.jpg,B,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,504.jpg,2922.jpg,B,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,895.jpg,2306.jpg,B,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,2988.jpg,986.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,1466.jpg,954.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,2768.jpg,2832.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,649.jpg,711.jpg,B,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,dominująca,2577.jpg,1601.jpg,A,dominująca,ratings_list
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,925.jpg,1950.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,668.jpg,268.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,532.jpg,1285.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1550.jpg,2110.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1826.jpg,548.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,2641.jpg,396.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,2388.jpg,2967.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,735.jpg,2686.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,2152.jpg,2798.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1856.jpg,51.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1689.jpg,500.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,575.jpg,1099.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,2256.jpg,105.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,320.jpg,494.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1075.jpg,1500.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,2066.jpg,1058.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,318.jpg,2401.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,2360.jpg,2004.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,453.jpg,252.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1227.jpg,1734.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1429.jpg,732.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1132.jpg,1972.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1945.jpg,2523.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1409.jpg,678.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,325.jpg,361.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1239.jpg,1998.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1090.jpg,742.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1460.jpg,1044.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,1587.jpg,2646.jpg,B,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,zagłosował(a)bym na nią/niego w wyborach,339.jpg,2277.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,1971.jpg,267.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,794.jpg,2245.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,2907.jpg,1241.jpg,A,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,1909.jpg,212.jpg,A,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,1118.jpg,390.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,1582.jpg,519.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,2784.jpg,1123.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,1976.jpg,2238.jpg,A,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,2616.jpg,2548.jpg,A,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,1148.jpg,993.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,1737.jpg,1911.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,1474.jpg,1071.jpg,A,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,2627.jpg,2958.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,343.jpg,767.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,towarzyska,175.jpg,1934.jpg,B,nietowarzyska,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,2141.jpg,303.jpg,B,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,2268.jpg,2992.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,1987.jpg,1912.jpg,B,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,1293.jpg,1783.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,1413.jpg,432.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,2781.jpg,1170.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,365.jpg,183.jpg,B,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,2900.jpg,2745.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,504.jpg,2922.jpg,B,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,895.jpg,2306.jpg,B,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,2988.jpg,986.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,1466.jpg,954.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,2768.jpg,2832.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,649.jpg,711.jpg,A,niedominująca,ratings_list2
sona,R_8epWxH3BeTmeJjP,dominująca,2577.jpg,1601.jpg,B,niedominująca,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,116.jpg,1052.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,1109.jpg,2659.jpg,B,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,1689.jpg,1525.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,2103.jpg,1228.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,196.jpg,1646.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,1358.jpg,2900.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,2008.jpg,1719.jpg,B,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,348.jpg,2684.jpg,B,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,1912.jpg,2525.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,1081.jpg,1323.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,11.jpg,2745.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,314.jpg,226.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,233.jpg,2279.jpg,A,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,1206.jpg,1600.jpg,B,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,47.jpg,2636.jpg,B,stara,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,781.jpg,2618.jpg,A,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,741.jpg,2845.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,1110.jpg,1752.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,401.jpg,1289.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,2368.jpg,995.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,2141.jpg,1459.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,1456.jpg,2894.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,131.jpg,2758.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,1230.jpg,1139.jpg,A,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,2971.jpg,907.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,891.jpg,2782.jpg,A,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,504.jpg,1076.jpg,A,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,1730.jpg,268.jpg,B,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,2592.jpg,922.jpg,A,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,61.jpg,1685.jpg,A,szczęśliwa,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,868.jpg,420.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,845.jpg,628.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,2753.jpg,1470.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,605.jpg,22.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,2868.jpg,431.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,1097.jpg,2461.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,2703.jpg,321.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,2595.jpg,915.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,1861.jpg,1792.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,193.jpg,2879.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,662.jpg,2205.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,1281.jpg,1993.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,2992.jpg,973.jpg,A,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,385.jpg,952.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,2720.jpg,308.jpg,B,zagłosował(a)bym na nią/niego w wyborach,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,1042.jpg,543.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,2913.jpg,2023.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,558.jpg,2557.jpg,B,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,1804.jpg,1985.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,478.jpg,165.jpg,B,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,592.jpg,2355.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,357.jpg,2186.jpg,B,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,1028.jpg,1188.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,1920.jpg,1219.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,2957.jpg,2222.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,2843.jpg,1087.jpg,B,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,2743.jpg,1812.jpg,B,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,7.jpg,548.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,793.jpg,2947.jpg,B,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,towarzyska,9.jpg,481.jpg,A,towarzyska,ratings_list
sona,R_2UlFSKBbA0fXdbr,stara,116.jpg,1052.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,1109.jpg,2659.jpg,B,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,1689.jpg,1525.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,2103.jpg,1228.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,196.jpg,1646.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,1358.jpg,2900.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,2008.jpg,1719.jpg,B,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,348.jpg,2684.jpg,B,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,1912.jpg,2525.jpg,B,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,1081.jpg,1323.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,11.jpg,2745.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,314.jpg,226.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,233.jpg,2279.jpg,A,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,1206.jpg,1600.jpg,B,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,stara,47.jpg,2636.jpg,B,niestara,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,781.jpg,2618.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,741.jpg,2845.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,1110.jpg,1752.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,401.jpg,1289.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,2368.jpg,995.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,2141.jpg,1459.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,1456.jpg,2894.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,131.jpg,2758.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,1230.jpg,1139.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,2971.jpg,907.jpg,B,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,891.jpg,2782.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,504.jpg,1076.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,1730.jpg,268.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,2592.jpg,922.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,szczęśliwa,61.jpg,1685.jpg,A,nieszczęśliwa,ratings_list2
sona,R_2UlFSKBbA0fXdbr,zagłosował(a)bym na nią/niego w wyborach,868.jpg,420.jpg,A,nie zagłosował(a)bym na nią/niego w wyborach,ratings_list2
